Series_reference,Period,Data_value,STATUS,UNITS,Subject,Group,Series_title_1
CPIM.SE9011,2018.08,956,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2018.09,904,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2018.1,855,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2018.11,824,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2018.12,815,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.01,852,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.02,872,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.03,904,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.04,882,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.05,889,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.06,870,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.07,886,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.08,912,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.09,895,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.1,853,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.11,827,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2019.12,844,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.01,875,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.02,869,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.03,895,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.04,906,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.05,921,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.06,957,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.07,1051,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.08,1084,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.09,997,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.1,941,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.11,906,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2020.12,919,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.01,935,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.02,913,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.03,916,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.04,960,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.05,959,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.06,1049,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.07,1103,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.08,1107,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.09,1090,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.1,1026,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.11,957,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2021.12,982,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.01,1079,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.02,1071,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.03,1084,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.04,1050,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.05,1055,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.06,1107,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.07,1218,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.08,1268,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.09,1267,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.1,1201,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.11,1144,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2022.12,1211,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.01,1248,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.02,1318,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.03,1325,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.04,1286,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.05,1249,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.06,1350,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.07,1294,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.08,1337,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE9011,2023.09,1285,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 2 Subgroups for New Zealand,Fruit and vegetables
CPIM.SE901101,1999.06,585.6777494,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.07,569.6930946,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.08,565.8567775,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.09,558.1841432,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.1,531.9693095,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.11,533.887468,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,1999.12,554.9872123,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.01,555.6265985,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.02,558.1841432,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.03,563.9386189,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.04,545.3964194,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.05,546.6751918,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.06,562.0204604,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.07,570.3324808,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.08,573.5294118,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.09,581.202046,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.1,604.2199488,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.11,617.0076726,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2000.12,623.4015345,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.01,646.4194373,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.02,694.3734015,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.03,645.140665,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.04,640.6649616,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.05,640.0255754,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.06,623.4015345,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.07,620.2046036,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.08,641.3043478,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.09,657.2890026,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.1,637.4680307,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.11,619.5652174,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2001.12,617.6470588,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.01,631.713555,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.02,648.9769821,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.03,648.3375959,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.04,649.6163683,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.05,634.9104859,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.06,643.2225064,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.07,636.8286445,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.08,643.2225064,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.09,646.4194373,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.1,646.4194373,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.11,663.0434783,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2002.12,685.4219949,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.01,723.7851662,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.02,719.3094629,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.03,657.9283887,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.04,664.3222506,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.05,653.4526854,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.06,646.4194373,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.07,648.9769821,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.08,648.3375959,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.09,648.3375959,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.1,657.9283887,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.11,661.7647059,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2003.12,659.8465473,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.01,636.8286445,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.02,649.6163683,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.03,650.2557545,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.04,622.7621483,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.05,596.5473146,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.06,588.2352941,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.07,585.0383632,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.08,606.7774936,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.09,615.0895141,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.1,601.0230179,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.11,593.3503836,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2004.12,609.3350384,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.01,627.8772379,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.02,644.5012788,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.03,652.8132992,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.04,638.7468031,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.05,657.9283887,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.06,643.2225064,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.07,623.4015345,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.08,627.8772379,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.09,612.5319693,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.1,615.0895141,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.11,612.5319693,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2005.12,608.056266,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.01,625.3196931,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.02,584.398977,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.03,631.713555,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.04,634.2710997,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.05,626.5984655,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.06,639.3861893,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.07,634.2710997,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.08,695.0127877,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.09,715.4731458,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.1,756.3938619,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.11,794.1176471,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2006.12,811.3810742,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.01,859.3350384,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.02,811.3810742,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.03,773.0179028,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.04,762.1483376,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.05,725.0639386,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.06,734.0153453,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.07,710.9974425,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.08,683.5038363,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.09,701.4066496,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.1,696.9309463,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.11,743.6061381,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2007.12,783.887468,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.01,796.0358056,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.02,749.3606138,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.03,734.0153453,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.04,730.8184143,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.05,686.0613811,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.06,752.5575448,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.07,766.6240409,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.08,772.3785166,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.09,774.2966752,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.1,808.1841432,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.11,872.1227621,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2008.12,911.7647059,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.01,943.0946292,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.02,907.2890026,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.03,918.797954,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.04,886.1892583,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.05,842.7109974,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.06,875.9590793,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.07,856.1381074,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.08,826.7263427,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.09,820.971867,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.1,789.0025575,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.11,824.8081841,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2009.12,839.5140665,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.01,895.140665,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.02,856.1381074,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.03,842.7109974,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.04,838.2352941,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.05,800.511509,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.06,803.0690537,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.07,838.2352941,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.08,836.3171355,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.09,831.202046,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.1,846.5473146,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.11,859.3350384,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2010.12,877.8772379,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
CPIM.SE901101,2011.01,945.6521739,FINAL,Index,Consumers Price Index - CPI,Food Price Index Level 3 Classes for New Zealand,Fruit
